,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Mylky,0.03982754801658342,0.2874310297269464,0.09365503283471037,0.0543920820137718,-0.1260902566190552,0.6068942038902313,-0.0011809189671915007,-0.03386576560592248,0.07978144192915688,-0.006389154789616803
ASADI,-0.04664244181047657,-0.029124367467562643,0.02534415547997576,0.08745308419242107,-0.11175424052247576,-0.0796213896711368,0.05855803685610167,-0.0025842318016843363,0.09822865208618997,-0.0861861614652362
AxLi,-0.02039625666296891,-0.09223541190033838,-0.04217884181692511,-0.0337996391191258,-0.16799025661905526,0.18976804694858151,-0.04324919205956098,-0.23648937811853604,0.016966540492471243,-0.12386721088038966
YZKN,-0.03104393384167357,0.2310878363347694,0.056642830472467154,-0.005048731348610197,-0.06416202053588956,0.5256497370894265,0.13101452949331718,-0.41200232800080977,0.003382344034068322,-0.12924909653202482
Żwirek,-0.12633047165110048,0.03338657194683491,0.003775240421548307,-0.03881779452943808,-0.15961138337961864,0.7091745526494534,-0.037292030078302604,-0.23332758868025816,0.19960269151151566,0.024472447748286313
CryJaxx,0.006256846083724905,0.23192131552696144,0.061071163421639096,-0.05731815763764432,-0.15325323448625844,0.3597111052986821,-0.025277304509360173,-0.2533410431033998,0.12176899622250797,-0.04586483646183027
Mazlum Uruc,-0.27553359135269423,0.005381671089184766,-0.016145273097439752,0.08053587286344499,-0.13383673549229466,-0.08511786854437624,-0.03632148121618749,-0.42892126510138157,0.3047104429314957,-0.09513207532444486
DJ KABOO,-0.005442034892877402,0.15540792568373885,0.01415458231818794,-0.059823604260738,-0.16469689645808944,0.4222865580149799,-0.10745601936879792,0.3556397843436234,0.06919632666019594,-0.17060160686334055
Inkyz,-0.1900808955235996,-0.09263548191259052,0.009523691552728943,0.033694914257780526,0.034875538149556434,-0.08525871361479878,0.0309475950890334,0.029706383738174448,0.052083480018030905,-0.11153891832088322
Adro,-0.0496943238043728,0.18241265151075858,0.07297318131657446,-0.03918090273568354,0.1867870069624337,0.3573972219988833,-0.0051969832242196165,-0.3507174305907862,-0.1707113746428445,-0.08912985660546313
OSAK,-0.13209513763957115,0.17241090120445499,0.07689162734888592,-0.03427894195136981,-0.07377637331925645,-0.08483617840353117,0.10524478384405346,-0.35273559406202737,0.10149460597860553,0.08320622093292655
Omar Souleyman,0.021516256053206097,0.22842070291975522,0.09080525390212021,-0.03602186134134803,-0.16502385822871318,-0.08524991079789737,-0.07146204346518348,0.017597402910727415,0.12187549471899976,-0.047098755614824565
TORU,-0.13107784364160574,-0.03862603025855102,-0.01562141667600773,0.0282482911640986,0.20590169509120634,0.4680612059023039,-0.07547810772221157,-0.2730181369480012,0.1513442551600289,-0.07056657445836595
Gillionaire,-0.10666278769043581,-0.17565000945491038,-0.08579722289104032,-0.07000878944592319,-0.17601178579410554,0.7437151294435512,-0.0724660595294405,-0.4252885708531475,0.1009558488787058,-0.16884998661461048
FG,-0.010019857883721702,-0.4286942922043916,-0.38058170835926325,-0.07436608792086873,0.10429203714352026,-0.08422249631097584,-0.09144196314389834,-0.3194358967865481,0.07996102762912338,-0.07896656667338707
corandcrank,0.03575837202472176,-0.13264248313780497,-0.05352766733082824,-0.07360356068775324,-0.16602989444601698,0.2598117089204125,-0.06142188282261318,-0.07019270808826353,0.029539210054783282,-0.05713943212948952
FEARSTbeats,-0.1371816076293982,0.2024161521233658,0.07728975822917425,-0.04963841907555282,-0.0956073592347494,-0.07933316029487926,0.02994357902477637,-0.22660037710945427,0.0800696143314288,-0.05685722664497189
Naffar,-0.18906360152563426,-0.07763285645313511,0.0637742625562283,-0.07262316853089051,0.1173705079684699,0.7215823326628673,-0.08451425230052484,-0.2659545647986571,0.0770417159017596,0.0064190817180416705
Fakear,0.024568138047102336,0.14740652543869595,0.010236136285876477,-0.05846194848731752,-0.17168381798726448,0.6853650288399296,0.16448173163521812,-0.008638722215407827,-0.0454649663568438,-0.0532235877512174
Salimo,-0.12497407965381326,-0.21465683564949448,-0.0044737520279344726,0.03151626502030776,0.4543926407652506,-0.08525871361479878,-0.10429336876638828,0.12456006688650943,-0.09064956375076295,-0.009481737650985792
Promoting Sounds,-0.013834710376092029,-0.11713977016303431,-0.0499706822293049,-0.0686471336725027,-0.08724719826895463,-0.08521646009367202,-0.07992087880654894,-0.30841167882489323,0.09450955753223071,-0.1040424702174987
MASE,0.21683670366256516,-0.33367766429450735,-0.058472871949146465,-0.07491075023023691,0.259221614608309,-0.08525871361479878,0.016891370189434995,-0.039920256019645994,-0.024649730807228053,-0.055629146226140035
6o,-0.03189167883997808,-0.11363915755582811,0.010843809734737612,-0.06799353890126089,0.07058982386384213,0.008079314554215303,0.09068655091232658,-0.29572247599946433,-0.15709627273840077,-0.16922755809044784
Miles Wesley,0.021516256053206097,-0.031124717528823363,0.021174258365376925,-0.01025933410823255,0.0947346930791339,-0.08525871361479878,-0.10278734467000275,-0.08482439325476203,0.08653678773603955,-0.14391469925157746
POORSTACY,0.11612459786398938,-0.14964545865852108,0.00287071500054236,0.13718075303773694,-0.06673411979812968,-0.08525871361479878,-0.09912268603546459,0.12456006688650943,-0.15306185910659326,-0.1950707686157393
Dutch Revz,0.09730465890162926,-0.21165631055760337,-0.09214636271879634,0.10885831295059097,0.145539522052977,-0.08525566532506035,-0.052486139850725644,0.020624648117589114,0.17360661733844518,-0.08670775505041359
Billy Bueffer,0.027620020040998575,-0.1266414329540228,-0.032363867904974884,-0.013581774195378524,-0.11442023649833089,-0.08525871361479878,-0.04334959366598669,-0.20641874239704255,-0.17094107728233668,-0.042427768284877695
SinceWhen,0.02863731403896399,-0.21865753577201594,-0.12026697542126683,0.12846615608784587,-0.07075826466734497,-0.08525636955041246,-0.09465481454952082,-0.27099997347676,0.08031602261742946,-0.03909190483340731
Tafi,-0.007985269887790877,-0.11964020773961027,-0.0644657894103287,-0.06881053236531318,-0.1438970976653329,-0.08525871361479878,-0.09967489487080597,0.047869854979345,0.16362290534379098,-0.05291997357477085
Jutes,-0.010019857883721702,0.14540617537743522,0.019623643357938158,-0.022949965916511432,-0.15949065903354215,-0.08525871361479878,-0.09485561776237224,0.24766803863222084,0.1635811412275197,-0.1675479488963878
Aaryan Shah,-0.34369228921637685,-0.48670444398095253,-0.22172748712421925,-0.060858462648537566,0.4101270472038823,-0.027411631119828958,-0.06945401133666941,-0.3860352913375067,-0.008132022821929031,0.09770185161352833
Local Jane,-0.07309208575757731,-0.12864178301528353,-0.0662259469863403,-0.018483734979692253,-0.13494337533132889,-0.08525871361479878,-0.11734557760172964,-0.3386084497633392,-0.15404331583896877,-0.05026724202030519
City Morgue,0.01541249206541362,0.03238639691620452,0.026098508726837853,-0.06118526003415848,-0.11592929082428662,-0.08525871361479878,0.025927514767748256,-0.3022815072809982,-0.024349029170074685,-0.04512720971264282
Zanny Don,0.24125175961373507,-0.33667818938639843,-0.09114055838964688,0.007551123408107314,-0.031522852192495884,-0.08525871361479878,-0.10549818804349673,0.20831385094301796,0.0629337974253145,0.0018492991135769848
911headcase,0.05000048799623755,-0.3746848405503521,-0.14205940255283864,-0.08417000948949618,0.14553952205297696,-0.08524000134115693,0.11126888022959563,-0.1478920017310486,0.03800062001134859,-0.1519585286826901
DED STARK,-0.2267034794503545,0.03338657194683488,0.06704312662596407,0.145895349987628,-0.0767944819711679,-0.08524945808159959,-0.027285336637874226,-0.06312913593891942,-0.06006570140529022,-0.1308476121960511
Jidé,-0.021210091861341245,-0.09463583197385125,-0.016270998638583438,-0.07937698116705608,-0.13675424052247576,-0.06725066532506035,-0.008209031416990704,-0.45798281908725447,-0.1601742881075956,-0.22109887238950782
Gavin Santi,0.0540696639880992,-0.19765386012877834,-0.04068270787731527,0.07508924976976307,-0.0915832143655341,-0.08525871361479878,-0.08451425230052484,0.03676995588751855,0.029748030636139768,-0.18459705265069384
Eredaze,-0.0018815058999983988,-0.1936531600062569,-0.10199486344171818,-0.07066238421716502,-0.1012411620516508,-0.08525708383612675,-0.07648212378646861,-0.4001624356361949,-0.1164472583715448,-0.07746017325947921
Lil Loski,0.03677566602268718,-0.07963320651439583,-0.059352950737152244,-0.05759048879232842,-0.06874619223273733,-0.0852385928904527,0.08014438223762779,0.1709778267250564,-0.14790399074708774,-0.15332284623197875
iann dior,0.01802839091732465,-0.04062638031981179,0.008715455931090974,-0.06868603812317187,-0.06772578406947202,-0.08525850665877692,-0.08650794134240666,-0.23640288539833992,-0.08367972937531551,-0.16918752105619114
Landon Cube,0.024568138047102336,0.15440775065310847,0.029975046245434765,-0.04484539075311273,0.019784994889999106,-0.08525871361479878,-0.058409834629842096,0.25876793772404727,-0.18717478927699086,-0.0668726019782663
Cal Scruby,0.3216179854530026,-0.11864003270897992,0.008916018103867808,-0.011512057419779396,0.3115354979081077,-0.08525871361479878,-0.13732549728044452,0.3576579478148646,-0.007935731475453935,-0.1254448368510792
Lil Xan,0.16902388575819075,-0.2646655871810125,-0.051851326782245834,0.011908421883052836,0.26022765082561283,-0.08525871361479878,-0.06242589888687022,-0.2720090552123806,-0.003629851087882911,-0.07517722820196768
P.MO,0.08865765991892324,0.01838394648737946,0.05017494985585321,0.09687574214449075,-0.12065766104561458,-0.08525871361479878,0.11227289629385266,-0.04698382816899004,-0.11207873180956683,-0.08388861957231858
Tommy Ice,0.03982754801658342,-0.27966821264046793,-0.11236722058607208,0.12519818223163673,-0.1450037375043671,-0.08525871361479878,-0.08451425230052484,-0.3597991662113715,-0.14562366999867474,-0.2031895284686032
27CLUB,-0.01612362187151418,-0.12564125792339245,-0.02446411306978012,-0.022949965916511432,0.034875538149556434,-0.08525461904739436,-0.0937512000916895,-0.21751864148886899,0.16318855853456954,-0.20591232483301805
GARZI,-0.1443026656151561,0.04938937243692066,-0.006171046833374206,-0.0657604234328513,-0.1758779829772041,-0.08525871361479878,-0.014233127802532879,-0.37897171918816264,0.1470049634794409,-0.1707300590149141
Lil West,0.1486780057988826,-0.23566051129273202,0.012855418393036546,-0.06728547789908224,0.08618338523205142,-0.08525871361479878,0.12231305693642296,-0.28916344471793054,-0.0871121431025839,-0.13164362628686288
Lil Happy Lil Sad,-0.15447560559481022,-0.32867678914135556,-0.22593929275253266,-0.06336390927163126,0.5962437474050897,0.5173569805501911,-0.07447409165795454,-0.41227141646364196,-0.17506737196994107,-0.013670056290171482
Lund,0.1469825158022735,-0.19298637665250337,-0.004648370835078482,-0.0559201910435993,0.07129404921595485,0.1510947404428806,0.01053260178247383,-0.40520784431429785,0.03532214802114927,-0.014366811900221889
Unodavid,0.04491401800641048,-0.3086732885287483,-0.11333111640150698,-0.03455127310605391,0.21596205726424458,-0.08525871361479878,-0.08451425230052484,-0.0010706091982534299,0.16364796381355376,-0.18441994438110004
7ru7h,-0.031383031840995376,0.0073820211504454876,-0.03797960874272609,-0.06957305959842863,-0.16582868720255622,-0.08525871361479878,-0.08953433262180997,0.25372252904594433,0.1633932027042988,-0.10957321115286392
Lud Foe,-0.01612362187151418,-0.1396437083522174,-0.002608823167636513,-0.06074953018666393,-0.0978206389128178,-0.08525871361479878,-0.05439377037281398,-0.4112623347280214,-0.18069299843168513,0.030044546383968765
Global Dan,0.04491401800641048,-0.11663968264771919,0.006841546674997029,0.038052212732726035,-0.1393699346874657,-0.08525726492264586,-0.07648212378646861,-0.08230168891571056,0.16331385088338343,-0.14225649874944632
guccihighwaters,0.06525989796571874,-0.3116738136206394,-0.05574881855770002,-0.04658831014309095,0.7199862021334599,-0.08525871361479878,-0.07648212378646861,-0.3436538584414421,0.059233496723677365,0.017392009453975187
GNAR,0.08051930793519993,-0.005620254247749152,-0.0006496001514807691,0.19654894475886983,0.053487208169677156,-0.08525871361479878,-0.09816887077442042,0.175518694535349,0.18821779341595934,-0.12074465585032018
convolk,-0.00900256388575629,0.010382546242336572,0.014971798335621882,-0.0751286151539842,-0.167086232474186,-0.0849488544598692,-0.07547810772221157,-0.23164578578755715,-0.16863152165253376,-0.12971684401325978
Ray Rockman,-0.035452207832857026,-0.10863828240267631,-0.03288772432640691,-0.06249244957664214,0.1676723188336611,-0.08525871361479878,-0.09475521615594652,-0.24274568487938358,0.16348508376009574,-0.06578270493461204
st. august,0.038810254018618005,0.08539567353961366,-0.030750390126964282,-0.043211403825008154,-0.0779011218102021,-0.08524764721640844,-0.10338975430855696,0.019615566381968586,0.16327208676711205,0.02800098942711701
2STRANGE,-0.0598672637840269,-0.07213189378466812,0.043060979652806475,0.09578641752575437,0.21596205726424458,-0.08525815526469818,-0.07096003543305496,0.1058920547775286,-0.24071220992516995,-0.05981065300880288
Yung Buda,-0.17990795554394554,-0.043626905411702825,-0.07272176661209724,0.038052212732726035,0.542923827887987,-0.0663452327294869,-0.08049818804349672,-0.4181240905302413,0.038021502069484334,0.025840657787016583
Asfalto Rec,-0.003916093895929225,0.021384471579270547,-0.02649667598493634,-0.04342926874875544,-0.10647255038163067,-0.08442571562687122,-0.06342991495112725,-0.06010189073205766,0.15523667079651396,-0.17632551258724627
Bl4ck,0.16800659176022534,-0.17164930933238895,-0.058619551747147426,0.15787792079372823,-0.036553033279014976,-0.08525871361479878,-0.10017690290293448,0.2890403897926649,-0.024269677349159254,-0.15918104284162046
Hot e Oreia,0.042879430010479655,-0.01562200455405271,-0.012834500513989416,0.08489317133839053,-0.10134176567338118,-0.08525871361479878,0.07512430191634265,0.016588321175106828,0.16313844159504398,-0.15693702267852516
Ruanzinho,0.038810254018618005,-0.11563950761708883,-0.062475135008887066,0.11539426066300926,0.6395033047491541,-0.08519724480192152,0.006851209546864731,-0.019738621307234274,0.03768321272768674,-0.10530704272484578
Greg Ferreira,0.10798624588026609,0.04938937243692066,0.0037193624032622256,-0.037764780731326233,-0.02045645380215382,-0.08525871361479878,-0.07949417197923969,0.18611405275936507,0.12212190300500055,-0.10005023573393475
Lil Chainz,0.2127675276707035,-0.025623754860356323,0.0036145911189758247,-0.014997896199735832,-0.12699568921462867,-0.08491163111982897,0.10926084810108158,-0.1337648574323604,-0.01767094697829385,-0.15922969895964073
NONSENSE,0.08764036592095782,-0.11864003270897992,0.004368944365837916,-0.021751708835901405,-0.002347801890685019,-0.08519825083813883,-0.10931344908767343,0.07713322531234189,-0.0034627946227976858,-0.1514174726503046
Terror,0.17105847375412156,-0.14564475853599956,-0.10126146445171336,0.06746397743860841,0.11636447175116608,-0.08525871361479878,-0.037325497280444514,0.26179518293090903,-0.045490024826606586,-0.11902806800656471
Peita,0.13952235981719388,-0.19265298497562655,-0.05315049070739721,-0.009224475720433003,0.2038896226565987,-0.08525871361479878,-0.07146204346518348,-0.3587900844757509,-0.0030326242252033224,-0.15918298908634126
Falatuzetrê,-0.12497407965381326,-0.07863303148376546,0.061175934705925514,-0.05682796155921295,-0.13514458257478962,-0.08525871361479878,-0.008209031416990704,-0.2568728291780718,0.056573122517195575,-0.04932136708599095
Ni Munhoz,0.14562612380498635,-0.11964020773961027,0.01543279198648206,0.46833543713359754,0.49161598080549207,-0.08525871361479878,-0.08150220410775375,0.22445915871294736,0.015610877278304859,-0.08454450404323195
Diego Thug,0.2270096436422193,-0.21065613552697304,-0.036156588396142685,-0.03242709009951797,-0.10305202724279768,-0.08525871361479878,-0.09324919205956098,-0.23870935793690126,0.03813008877178964,-0.1393663253390417
Ecologyk,0.10289977589043901,0.22942087795038557,0.031148484629442478,0.033694914257780526,-0.09973210772569506,-0.08525871361479878,-0.08451425230052484,0.35059437566552054,0.03004455586166599,-0.06316500578512098
Dalua,-0.01612362187151418,-0.3146743387125305,-0.15848753992894657,0.13827007765647334,0.18477493452782603,-0.08525871361479878,-0.06443393101538428,0.24665895689660025,0.0627375060788394,-0.0547027337390339
OPA Gang,0.085605777925027,-0.1626477340567157,0.06957859170569501,-0.08406107702762254,0.31656567899462684,-0.08525871361479878,-0.06945401133666941,-0.47665083119623525,-0.024624672337465275,0.02357522893199235
$IFRA,0.1405396538151593,-0.27566751251794647,-0.030289396476104104,0.39426136305952336,0.07209887818979789,-0.08525871361479878,-0.10328935270213126,-0.41328049819926255,-0.14162266765988424,-0.13610831167640375
Maquiny,0.10289977589043901,0.011382721272966932,0.004620395448125292,-7.41489230473761e-05,0.2491612524352707,-0.08524704359467805,-0.090538348686067,-0.05102015511147239,-0.015941912564662094,-0.08414747012018647
Raffé,0.16393741576836368,-0.05262848068737608,-0.02901118680780999,-0.07294996591651143,-0.08242828478806931,-0.08525871361479878,-0.09616083864590637,0.06401516274927427,-0.028784378318086702,-0.07830289722359045
Clara Lima,0.09679601190264654,-0.0026197291558581245,0.014552713198476262,0.04240951120767157,0.4453383148095162,-0.08521052447998992,-0.0403375454732156,0.14070537465643881,0.12137432532374427,-0.03868319344203696
Léo Rocatto,0.2137848216686689,-0.2016545602512998,-0.0111372057085497,-0.0433203362868818,0.6063041095781279,-0.08515307981198188,-0.11624115993104693,0.14675986507016234,-0.06630526037622239,-0.03909190483340731
Doc Thor,0.1334185958294014,-0.12364090786213172,-0.0916434605542216,0.35177770292880445,0.04091175545337938,-0.08525871361479878,-0.06744597920815536,0.019615566381968586,0.05488585221983508,-0.15702460369096166
All Star Brasil,0.1171418918619548,-0.19265298497562655,-0.03318108392240886,0.25918511033621183,-0.06572808358082585,-0.08525871361479878,0.009863257739635818,0.13565996597833588,0.0042802725339012755,0.03542202054757009
NaBrisa,-0.06902290976571565,-0.0726319812999833,-0.015872867758295106,0.2308626702490659,0.05197815384372144,-0.08525402548602613,-0.07748613985072564,-0.10954689577746633,0.14219791369661425,-0.041674571577923765
MISAEL,0.18326600172970653,-0.25266348681344813,0.0033002772661166048,-0.03896303781193626,0.044935900322594674,-0.08525871361479878,-0.11463473422823568,-0.25182742049996887,0.03014896615234426,0.09527293820195595
Skinny D RDT,0.22294046765035763,-0.3956885161935897,-0.09998325478341925,0.02062301883294391,-0.09661339545205322,-0.08520428705544264,-0.07447409165795454,-0.12569220354739571,0.04202668081990187,-0.14338142819807517
N.A,0.17817953173987947,0.020384296548640185,0.012080110889317168,-0.03253602256139159,-0.14450071939571518,-0.08525871361479878,0.2217106472978687,0.09630577828913302,0.07969373728498709,-0.10915671478261033
Hermitude,0.009817375076603792,0.006381846119815127,-0.00384512432221606,0.04752933691573259,0.014402701127423659,0.2267885700874145,-0.08787770611578588,-0.11055597751308695,0.09224176601869913,0.03745973877025942
Rich Delinquent,-0.10259361169857417,0.23942262825668909,0.09415793499928511,-0.038309443040694426,0.18980511561434515,-0.08525871361479878,-0.06142188282261318,-0.0722108715595047,0.06335561499965463,-0.0015566291478426061
Jauz,-0.054984252593792915,0.2164186025521908,0.0859648205680884,0.030405153909196635,-0.11550675561301901,-0.05393058484216297,0.0230761091452583,-0.09925426207413639,0.05639938379350697,0.08603761775276268
Gabriel Tirado,0.27889163753845536,0.0173837714567491,0.0457745559158243,-0.07621793977272058,0.225016383219979,-0.08525871361479878,-0.10700421213988227,0.40508478938903214,0.05876573862143883,-0.08113662953709155
24hrs,0.08001066093621723,-0.030124542498193005,0.012771601365607425,-0.02567327746335238,-0.029259270703562264,-0.08525629912787724,-0.07045802740092644,0.048374395847155235,0.006750620011348643,-0.12891791055536678
Blanke,-0.23280724343814696,0.07406035652580291,0.04252664610294582,-0.001817068313025592,-0.17252117546546705,0.19158166197205564,0.1852313969631967,-0.3039633101736991,-0.1574276013941531,-0.009457733966095786
Grandtheft,0.0069350420823685146,0.23175461968852304,0.06724568444225111,0.030717426966567724,-0.10262278512341472,0.18011351978560364,-0.03478198991766004,0.019279205803428335,0.15804600368436342,-0.05283239256233433
Bro Safari,0.03982754801658342,0.19974901870835152,0.06297101604336587,-0.011294192496032118,-0.08380320095171788,-0.06283248960406772,0.14962229388421414,-0.08633801585819288,0.10780377180998989,-0.02017700114008358
Lambo Anlo,0.01134331607355197,-0.04962795559548499,0.055727827923032575,-0.07850552147206698,0.4382960612883894,-0.08525871361479878,-0.07849015591498266,-0.35576283926888913,0.10027927019511072,-0.130209243927625
Binoy,0.11002083387619692,-0.06763110614683149,-0.02180292244890549,0.07073195129481755,-0.07392727875185201,-0.08516444299105633,-0.09134156153747262,0.1275873120933712,0.08808832465551836,-0.09045622238269596
Spade Melo,0.18970886371682086,-0.11730646600147272,-0.021565440871189653,0.042518443669545214,0.0573436803360085,-0.08518571562687122,-0.07410595243439365,-0.0725472321380449,0.06456399009710427,-0.09340251251588398
TroyBoi,0.08662307192299241,0.13240389997924054,0.06058921551392166,-0.07055345175529137,-0.08685484414420613,-0.08525871361479878,-0.10690381053345657,-0.15495557388039272,-0.12468731851187224,0.0969311387040871
Hayden James,0.056104251984030025,-0.0043700354594611735,-0.03296630278962172,-0.02104364783372275,-0.10340413991885403,-0.0719488544598692,-0.009213047481247717,-0.3010201551114724,-0.05705555272503627,0.1774103041543508
Zomboy,-0.059189067785383326,0.292765296556975,0.12056029863945861,-0.0027248388286392426,-0.17562714461368975,0.5254052702886217,0.1633773139645354,-0.19430976156959548,0.0603318929816126,0.016446134519660944
Lookas,-0.007476622888808227,0.15590801319905404,0.06338660880436861,-0.012002253498210776,-0.11270997492891438,0.5384837411135714,-0.009765256316589088,-0.12871944875425748,0.11128411483259822,0.04567678398152428
TNGHT,0.05712154598199544,0.06239164783511535,-0.01147247381826619,0.13718075303773694,0.4252175904634397,0.042507885982786736,-0.05640180250132804,0.015579239439486242,0.16645868883861223,-0.05149142994969543
SANTI,0.00829143407965573,-0.11563950761708883,0.04988159025985128,0.07835722362597222,0.27833630273708165,-0.08525629912787724,-0.10399216394711118,-0.18724618942025142,0.12984408810356382,-0.0338234203741714
Moonkey,0.1262975378436435,0.051389722498181384,0.006464370051565983,0.0609280297261901,-0.0375590694963188,-0.08524513212586518,-0.08451425230052484,-0.0792744437088488,0.16306326618575562,0.09770963659241157
BVNDIDOS,0.25345928758932,-0.13864353332158702,-0.001854469920774403,-0.035368266570106194,-0.017438345150242347,-0.07801525285021126,-0.08451425230052484,-0.24678201182186593,0.05072196982758656,-0.04044454491437109
Yung Wacho,0.13138400783347057,-0.10063688215763342,-0.042254277141611334,0.23413064410527507,-0.1263920674842464,-0.0829247095906539,-0.08049818804349672,0.04181536456562148,0.2301155548593272,-0.1753913151212569
Jeeiph,0.1883524717195336,-0.121640557800871,-0.0764516243326932,0.34524175521638617,-0.08584880792690232,-0.08525871361479878,-0.14696405149731198,0.25977701945966786,0.00860703497960787,0.1093793199383955
Mesita,0.12934941983753975,-0.05962970590178861,-0.041353244096748246,0.06528532820113564,-0.06069790249430673,-0.08525871361479878,-0.0654379470796413,0.3374763131024529,-0.08706202616305833,-0.13247661902737007
LODU GOSH,0.0774674259413037,-0.307673113498118,-0.19519939794290211,0.1785750885497195,0.5077125602823532,-0.022381450033309845,-0.090538348686067,-0.24274568487938358,0.14220209010824142,-0.10187581328205564
Santoz,0.13545318382533222,-0.1036374072495245,-0.02704148666322563,-0.026000074848973303,0.16465421018174964,-0.08525871361479878,-0.09646204346518347,0.11850557647278592,-0.16250890220716124,0.04823414954467019
CA7RIEL,0.031689196032860224,-0.003619904186488486,0.01325354927332488,0.0729106005322903,0.26626386812943575,-0.08525230516409454,0.12432108906493701,0.030715465473795035,0.08089236742197342,-0.09251632241967461
Lodel,0.16088553377446743,-0.13364265816843535,-0.04133228983989098,-0.0011634735417837604,0.5640505884513672,-0.08525871361479878,-0.0654379470796413,-0.02074770304285486,-0.08727502315604198,-0.024911565797576942
Pablo Dueñas,-0.09547255371281628,-0.1396437083522174,-0.08590199417532673,0.023890992689153064,-0.07277033710195262,-0.08525871361479878,-0.097968067561569,-0.39108070001560963,-0.018639874475787997,0.012824173094231311
Alejo Park,0.13748777182126307,-0.15564650884230316,-0.018177836012595955,-0.01739441036095587,0.20288358643929488,-0.08525871361479878,-0.07849015591498266,0.25977701945966786,0.08029931697092098,-0.05075964193467042
Khea;Omar Varela,0.15376447578870966,0.023384821640531267,0.08919177612410961,-0.0742571554589951,0.027833284628429697,-0.08525871361479878,-0.09485561776237224,0.05896975407117133,0.05889938379350704,-0.03810321251523522
Bimoud,0.26363222756897414,-0.23566051129273202,0.012792555622464704,-0.06303711188601033,0.5439298641052908,-0.08525871361479878,-0.11162268603546459,0.3162855966544206,-0.06624261420181544,0.005393410750174171
Duki Y Neo Pistea,0.0062568460837249045,-0.07963320651439583,-5.240383104828741e-05,-0.04811336460932188,0.5318574294976449,-0.08524825083813882,-0.09184356956960114,-0.13174669396111924,0.12977308910590263,-0.1332998805442732
Kevin Roldan,0.1252802438456781,-0.07506097780294274,0.025122639050341646,0.06606341721451876,0.05695084714639461,-0.0850105675958278,-0.06104896257017486,0.14661571053650224,-0.03482704931231135,-0.07093941933988135
Noriel,0.11958339745707174,-0.035425470160533906,0.013370893111725646,0.06094981621856482,-0.02830353629712364,-0.07648607779990943,-0.12011666193907906,0.002259360529294477,-0.09819466899633596,0.054370269900443725
Maikel Delacalle,0.10662985388297885,-0.0726319812999833,0.0008625987183863044,0.026686925877243108,-0.05932298633065819,-0.0852570234739537,0.05470930860978307,-0.04563838585482929,0.06592550028754864,-0.06413293815960441
Jesse Baez,-0.09954172970467792,-0.04262673038107246,0.040494083187789603,-0.02806979162457243,0.013748777586176162,-0.08525871361479878,-0.028289352702131256,-0.03588392907716365,0.038380673469417446,-0.08511475374642963
Jory Boy,0.04525311600573234,0.05172311417505815,0.04557199809953725,-0.051000074848973294,0.029945960684767695,-0.08525871361479877,0.018983070323303815,0.08705586237927766,0.054836431348914055,0.035605616299566614
Jere Profeta,0.08153660193316535,0.10039829899906909,0.04814238694069701,-0.08046630578579246,0.19785340535277576,-0.08373959892667,0.043999803924374775,0.08217863399044481,0.012917091778806044,-0.0627699181067963
Maluma,0.11230097559577451,0.034766123713221596,0.042154527403583775,0.07156209178013044,0.04871720886349524,-0.08525662869146568,0.054351555759300646,0.2177435457827828,0.002727511493773143,-0.05324271463899089
Kodigo,-0.032908972837943494,-0.20515517285850604,-0.040630322235172066,0.021657877220743468,0.05549928060428483,-0.08525702347395371,-0.08401224426839632,-0.3264994689358922,0.057487756663537073,0.12288333893374397
Lautaro Lopez,-0.04715108880945927,-0.22765911104768913,-0.09028143385849835,-0.05987807049167482,0.32863811360227274,-0.08525871361479878,0.1423933782215635,-0.3817971480479002,0.017166590609410812,-0.06038576832380259
Mickey Then,0.03677566602268718,-0.13764335829095667,-0.026454767471221784,-0.013146044347883974,0.35781316390408363,-0.049041409791861154,-0.06744597920815536,-0.33154487761399515,0.017151973168715817,0.04328484921964732
Rabeat,0.14359153580905554,0.11540092445852439,0.07689162734888592,-0.03711118596008441,0.20590169509120634,-0.08525871361479878,0.2086584384625274,0.009524749025762724,0.019661996556620924,-0.03749598416234213
Chita,0.04898319399827213,-0.14564475853599956,0.04701085707040385,0.28641822580462145,0.5298453570630373,-0.08525871361479878,-0.09696405149731198,-0.3819989643950244,-0.18818965730238343,0.015358183720727487
Kid Gallo,-0.022227385859306656,-0.24466208656840527,-0.114902685665803,-0.06652295066596677,-0.15103995480819005,-0.08525757679387322,0.11227289629385266,-0.22760945884507486,0.16392360698094435,-0.035958450832901286
Ocxho,0.02558543204506775,-0.22765911104768918,-0.064340063869185,-0.06870159990343953,-0.1290077616492363,-0.08524151039548288,-0.08351023623626781,-0.3678718200963362,-0.019896974375554127,-0.020684322263975027
M4gna,0.08662307192299241,-0.1726494843630193,-0.06440292663975686,-0.056174366787971115,0.32562000495036125,-0.08506957880594566,-0.07146204346518348,-0.04698382816899004,0.16325538112060356,-0.08018491586861487
Dimelo Flow,0.16130940627361975,-0.006453733439941091,0.07731420486217443,0.014214158992711522,0.014000286640502119,-0.08494826760540909,-0.022198321912305294,0.16971647455553063,-0.13738047754962696,0.014164811332750089
