,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Bob Marley and The Wailers,0.0428794300104797,-0.04529386379608676,-0.030526878053819973,-0.027525129315204233,-0.05140883475453476,-0.07224731187100267,0.20029163792705215,-0.038911174284025386,-0.05588093695490597,0.14237465543854796
James Hersey,0.1585118477792149,-0.12064038277024063,-0.07302211096038495,-0.05606543432609747,0.015559642777323029,0.14343679275676396,-0.08531746515193045,-0.06481093883162041,-0.017570713099242744,-0.05109244978192914
Broiler,0.013886551068465444,0.014883333880173254,-0.0028602742499238797,-0.05857088094919116,0.025720608572091658,-0.07543577598904425,0.02236325773963581,-0.2775590047582938,0.008941147909778319,-0.009900180265960196
Lea Rue,0.10188248189247359,-0.15414624629635768,-0.04541836992706069,-0.06445323389036763,0.01928197678134719,-0.04694885445986921,-0.08717489487080596,-0.08331077065133113,0.015113884294676394,-0.04563323334005373
Yelhigh,-0.09242067171892016,0.14340582531617452,0.04336481637723703,-0.06815693759407133,-0.1762150051100009,-0.054272798121841034,0.15444157099264783,-0.3083359976947217,0.10486497016169949,0.08843967298718786
Kodaline,-0.052237558799286335,-0.06563075608557077,-0.011241976992836102,-0.07752512931520424,0.053487208169677156,-0.0809226975182193,-0.10574919205956099,-0.26545002393084677,0.008861796088862828,0.015406839838747764
Tom Odell,-0.10869737568636673,-0.08130016489877978,0.0009813395072442211,-0.05261590636676559,0.1880613195043519,-0.08524006841023808,0.09386593511580715,-0.23332758868025813,-0.042761435896881674,-0.08100687988903747
Benjamin Francis Leftwich,0.04898319399827213,-0.09763635706574234,-0.04122751855560456,0.04622214737324893,0.2335676910670615,-0.084342214620835,0.0018311292255795732,-0.2018778745867499,-0.03702443845841416,0.10721217644177224
Damien Jurado,-0.056815381790130695,0.0003807959360329591,-0.018198790269453244,-0.0076994212542020515,0.4071089385519709,0.19240728236105636,-0.08250622017201079,-0.2165095597532484,0.00019156555094103787,0.039236660200360034
Santa Maradona F.C.,0.21581940966459975,-0.021623054737834876,-0.005416693586512096,-0.0675033428228295,-0.12538603126694256,0.05860446545964789,0.37331707300068007,0.030715465473795035,-0.007852203242911292,0.03947994079046144
BUNT.,-0.1605793695826027,-0.12230734115462454,-0.14453200486199774,-0.06085846264853756,0.06166963607041493,-0.01248517236731387,-0.009915858726227652,-0.08297441007279097,0.012578802437008485,0.002210003135167326
Urban Cone,-0.14074213662227714,0.04188805970719295,0.025082227269259752,-0.06625061951128267,0.07401034700267513,-0.07680126894679074,0.011871289868149875,-0.12569220354739571,-0.08073267434214285,-0.09064111563117302
Porter Robinson,-0.05961294028453555,0.004631539816212022,0.0023520971433246694,0.02980057874579796,-0.11728995480819003,0.3056869604294668,-0.10243593904751279,-0.08457212282085688,0.0005267225840181865,0.19340211046407618
Tez Cadey,0.08662307192299241,0.13240389997924054,-0.012604003688559327,-0.06695868051346131,0.2702880129986511,-0.08220036351419516,-0.11373111977040436,-0.06312913593891942,0.0006384415950439418,-0.029090153213158578
Gostan,0.06525989796571874,-0.17164930933238895,-0.04939967872994399,-0.07218743868339596,-0.1450037375043671,0.6350632179747384,-0.08551826836478187,0.07006965316299778,0.012837739957890552,0.07491716466699166
Jake Isaac,0.026602726043033126,-0.37478485805341516,-0.06281738787088931,-0.06289186860351215,0.35613643687524393,-0.08214838497630113,-0.05666954011846325,-0.14419203536710645,-0.023388454495834793,-0.03547124090445822
filous,0.07441554394740749,-0.09583604201060772,-0.028240070155462073,-0.04695868051346132,0.11052946169080394,-0.05111605767918509,-0.07272710370614734,-0.052231053194217114,-0.0044559453077292225,-0.04476832218612524
Alex Vargas,-0.1280259616477095,0.019384121518009823,0.050070178571566815,-0.0774161968533306,-0.03856510571362262,-0.08509171160272634,-0.023269272380846112,-0.24577293008624534,0.008857619677235678,-0.029148540554782915
Antoine Malye,0.08153660193316535,-0.10863828240267631,-0.05277331408396615,-0.057699421254202056,0.14050934096645784,0.1682624131457646,-0.11021706354550476,-0.3850262096018861,-0.08705784975143119,0.017567171478848193
Kafka Tamura,0.19445623570732606,-0.4446970926944773,-0.30954677761308214,-0.05399571755049835,-0.05365564897317998,-0.08524442790051306,-0.07949417197923969,-0.04395658296212829,-0.0038010839645952264,-0.08174191164526383
Clément Bcx,0.10391706988840443,-0.07163180626935294,0.005835742345847561,-0.0856950639557271,0.24614314378335925,-0.08438547417817907,-0.07347007559369752,-0.3012724255453776,-0.02449102716539713,-0.10030714003708181
Stonefox,0.05915613397792626,-0.03462533013602957,-0.04390966343333647,-0.05944234064418027,0.5167668862380875,-0.07557058484216296,0.12632912119345108,-0.08835617932943408,-0.07051090688474224,0.22974677094168466
Sebastien,0.085605777925027,0.03238639691620452,-0.02101713781675748,-0.00944234064418027,-0.05944035722267696,-0.0842124359488028,0.006349201514736204,-0.1963279250408367,-0.003828230640171582,-0.033136395987725054
Ferdinand Weber,0.1608855337744675,0.1264028497954584,-0.0025878689107792247,-0.016196153280345855,-0.1493533350898802,0.40015376123429575,-0.07121103944911922,0.0024611768764185964,0.0026431191760663145,-0.08401123298972968
Duke Dumont,-0.0057246165589788746,0.08172836509396895,0.01022216678130496,-0.06569990539847705,-0.16515017166488577,-0.06615542722982225,-0.07808854948927985,-0.08622589566534616,-0.0011676244108216275,0.01130177722373011
Kill Paris,-0.11683572767008994,0.006381846119815127,0.05602118751903449,-0.058897678334812076,-0.11421902925487012,-0.08440458886630783,-0.07949417197923969,-0.383008046130645,-0.12087007828467544,0.07618806246968138
On June,0.038047283520144,-0.10463758228015484,-0.01145675812562323,0.018771166981092054,0.13490068905498903,0.026921215962666015,-0.10308854948927985,-0.012675049157890177,-0.018919694054805723,-0.03205623016767484
Matoma,0.02100760905422336,-0.021122967222519735,0.0006768043075850827,-0.02613079380322166,-0.060241162051650796,-0.07643291582807846,-0.039614653906950535,-0.21903226409229978,-0.050524271401949074,-0.00741813437350968
Eklo,0.04847454699928948,-0.02662392989098674,-0.013924121870568015,-0.07496521646117374,0.18381920012138742,-0.05288446814196175,-0.03406244507160917,-0.027306734324388682,-0.08504481934715455,0.03392925084670791
Napkey,0.016429786063379033,-0.16164755902608535,-0.04975590109651775,-0.06260138203851578,0.4091210109865785,-0.07006756673351106,-0.10529738483064531,-0.16807363644346032,0.016959858233867812,-0.06261616477385222
FDVM,0.15986823977650214,-0.22665893601705883,-0.048414828657651794,-0.06859266744156589,0.35177694660026065,0.0038760952383199323,-0.08853031655755296,0.08621496093292716,0.004489093115257762,-0.040358910146655394
Cape Cub,0.038810254018618005,-0.26066488705849106,-0.06926431423064597,-0.07796085916269878,-0.02548663488867294,-0.08470237558662977,-0.09244597920815535,-0.35374467579764796,-0.012087084632821123,-0.051728871805634395
Zwette,0.17716223774191406,-0.1346428331990657,-0.027544388827800383,-0.07719833192958331,-0.17276027673977956,-0.05226072568723338,-0.09867087880654894,0.373803255584794,0.017114385464071645,-0.043418406847770596
The Avener,0.1476607118009172,-0.0646305810549404,0.007679716949288252,-0.05661009663546567,0.08618338523205142,-0.07358869349407443,-0.07547810772221157,0.14776894680578292,-0.003387619213509403,-0.061423116759994956
Topic,0.046076639718371004,0.004381496058554452,0.01793832241355975,-0.007419309209384138,-0.11518769841267407,-0.08524680645756968,-0.03089979446919953,-0.0739407259634257,0.037617583402117565,-0.06070745477265667
BCX,0.15274718179074426,-0.061630055963049324,0.004536578420696161,-0.07719833192958331,-0.0825288884097997,-0.08374965928884304,-0.05740581856558507,0.06704240795613603,-0.003542146443713178,-0.0661777926129367
Rust,-0.025279267853202895,-0.23966121141525346,-0.06800705881920913,-0.07861445393394062,-0.0881626912267011,0.4127292139505936,-0.09204437278245255,-0.44264477670582153,-0.003742614201815424,-0.06578270493461204
Lauren Aquilina,0.06424260396775333,-0.21565701068012486,-0.05518305362255342,-0.08177349532827613,0.5469479727572023,-0.08524271763894364,0.13335723364325028,0.006497503818900966,-0.10811114076379336,0.03260580443655629
Tep No,0.00422225808779408,-0.08488412542520521,-0.018497388429669494,-0.07126151275747003,0.14830612165056248,-0.06301676190453721,0.014632334044856693,-0.25810895430420705,-0.002767422086880564,-0.02449409630496294
WDL,-0.1839771315358072,-0.014621829523422348,0.025071750140831114,-0.079703778552677,-0.11281057855064476,-0.08521917639145873,-0.05439377037281398,-0.4320494184818054,-0.10827402081725143,0.1092236203607306
Glades,-0.03117957304140228,0.05879101772484603,0.018412487311587344,-0.07451859336749181,-0.10849870732328057,-0.08515523272948691,-0.08403232458968146,-0.019536804960110142,0.007185384461732868,-0.0493291520648742
Bjonr,-0.04562514781251115,-0.05962970590178861,0.013169732245895748,-0.08057523824766612,-0.17511440148827054,-0.08197903554638832,-0.08250622017201079,-0.42559129537383367,-0.003387619213509403,0.004768666194793777
Tom Redwood,0.16088553377446743,-0.16664843417923714,-0.059897761415441536,-0.04800443214744824,0.1515757393567999,0.7759082883972737,-0.0936507984852638,-0.22256405016697192,-0.053867906550629306,-0.05453730293776495
Fullife,0.057121545981995515,0.16574306766691924,0.04812143268383972,-0.0722237495040205,0.028135095493620848,-0.08499882092532862,0.09587396724432125,-0.14486475652418684,-0.06490337820671575,-0.049584758871540735
Cappa,-0.0812304377413006,-0.21365666061886412,-0.05296190239568168,-0.08373427964200161,-0.022468526236761467,0.44089822803510065,-0.0971648547101634,-0.16706455470783974,0.214203426559962,-0.02122537829636054
Kiiara,-0.07071839976232464,-0.16998235094800504,-0.003412069680498934,0.1440434981357761,0.39134770448087774,-0.08358198658595907,-0.06921974092167611,-0.16504639123659856,-0.0021333035881613144,0.028925455669502328
Bergs,0.13443588982736682,-0.16564825914860679,-0.015223285795719396,-0.0816645628664025,0.463446966720985,-0.08354845204538229,0.10223273565128238,0.020624648117589173,-0.05792320224057252,0.02409098378300732
Maybon,-0.07512667375350807,-0.053128568202691316,-0.052238980534105514,-0.07523754761585782,0.07914113171092466,-0.0627104238763682,-0.08200421213988227,-0.22357313190259248,0.07751156220981173,-0.03491623678490689
Hyperion,0.026602726043033164,0.022384646609900905,0.005395702951844671,-0.02861445393394062,-0.15456108156875342,-0.08525523272948692,-0.09676324828446059,-0.13073761222549865,-0.11214973080722802,-0.03696076686411905
Gabrielle Aplin,-0.10259361169857423,0.04638884734502957,0.011702934265886113,-0.06897393105812363,-0.07780051818847172,-0.08514100737737423,-0.06844999527241238,-0.28815436298230995,-0.03522858145874828,-0.0419421802270353
Christopher,0.1018824818924736,-0.09363565694322089,0.005668108290989317,-0.06565149097097765,-0.15365564897317996,-0.08525297920836016,-0.14244597920815535,-0.05707464552519591,-0.09561114076379337,-0.09151984512261928
Kenn Colt,-0.018158209867445006,0.17041055114319426,0.035276473230326746,-0.08057523824766612,-0.1723981037015502,-0.08525871361479878,0.39440141035007753,0.24161354821849731,0.016909741294342306,-0.086605577202571
SMOKN,0.05101778199420296,-0.009620954370270654,-0.036575673533288285,0.08162519748218137,0.6294429425761158,-0.08414201341359154,-0.04334959366598669,-0.07019270808826353,-0.0038177896111037664,0.03940598349107061
Madden,-0.1697350155642914,0.016383596426118738,0.044684934559245715,-0.05127240600365739,-0.15607013589470917,-0.08525871361479878,-0.090538348686067,-0.15091924693791037,-0.10393055272503629,-0.044774939418176
Raise,0.08865765991892324,-0.08663443172880836,0.003551728348403981,-0.06815693759407133,0.11636447175116608,-0.08448808987234405,0.04299578786011775,-0.3194358967865481,0.03826373394385784,-0.08150252354460405
State of Sound,0.002696317090845904,-0.022623229768465272,-0.016323384280726626,-0.08318961733263341,0.026809642777323034,-0.08450921663290743,-0.08335963382662925,0.014570157703865654,-0.005901819013041616,-0.021081842748200713
Y.V.E. 48,0.0340628820281128,-0.09174643744091907,-0.03550933468432891,-0.0604953544422921,-0.06642671984284239,0.07438873776011737,0.018006943594165034,-0.23579423292288626,-0.04455636480507488,-0.08928728617843541
Ludomir,-0.05783267578809611,-0.05162830565674571,0.01803111983678484,-0.0751286151539842,0.059020407364848204,-0.08524472971137825,-0.007205015352733675,-0.3194358967865481,-0.08730008162580476,-0.05632590183619044
Boy Untitled,-0.08351934923672275,-0.1036374072495245,-0.04655513836156816,0.010192735608543042,0.20517231883366105,-0.0832144480212374,-0.04473011575434009,-0.06237232463720402,-0.05558858814100687,-0.021410758106017808
Valley Hush,-0.11174925768026288,0.005381671089184766,0.001435348405818645,-0.08220922517577067,-0.16875625259491034,-0.08409171160272635,0.480746791876182,0.01356107596824507,-0.17077402081725143,-0.05994397077217845
Georgia,0.007274140081690261,0.10039829899906902,-0.010498100874402633,-0.07409375676618463,-0.1502854276452122,-0.07793275788039233,-0.08100019607562522,-0.28563165864325846,-0.06639087681457852,-0.033728054382851654
Populous,0.07899336693825182,0.004881583573869638,-0.0028393199930665924,0.09785613430135351,-0.06723713790678158,0.33909742320612674,-0.08451425230052484,-0.03689301081278421,0.07207178606547492,-0.02892374928952922
Mura Masa,0.08682653072258553,-0.11723978766609737,-0.009465056011338704,0.025677485063880734,0.163446966720985,-0.07826434339347081,-0.034996180011368214,0.05896975407117139,-0.07323142141865471,-0.0392187999892042
Sango,0.21124158667375537,0.007882108665760668,-6.288095947691238e-05,0.20689752863686545,-0.04309226869148984,0.022437463447575464,0.08667048665529847,-0.04395658296212832,0.07987541119076728,-0.10392910146251144
Chloe x Halle,0.03982754801658342,-0.09263548191259052,0.013819314208471458,-0.07436608792086873,-0.036553033279014976,-0.08525871361479878,-0.06844999527241238,-0.4001624356361949,0.046654144902761895,-0.051925442522436326
Lowen,-0.000864211902032986,-0.010621129400901014,-0.0028812285067811583,0.058749380488717334,0.09926185605700114,-0.05678788866510059,-0.0051969832242196165,-0.24476384835062476,-0.0037802019064595953,-0.043130362629090535
NIMMO,0.05915613397792626,0.07239339814141897,-0.03552796069042424,0.06528532820113564,0.011736705151568515,-0.08522772769930582,-0.10298814788285415,-0.06413821767454,-0.0034962059158147665,0.19222901145860724
Buscabulla,-0.011037151881687116,0.015383421395488378,-0.06603735867462476,-0.03264495502326523,-0.16769991456674133,0.04451995841739438,-0.029293368766388286,-0.09239250627191642,-0.04537308530104698,-0.004511028634034
Sabrina Claudio,-0.08402799623570542,-0.23816094886930791,-0.02395597234099106,-0.028750619511282667,0.287642137747142,-0.06923537860473841,-0.03707449326438025,-0.2614136969883645,-0.026221105681935718,-0.008055140270631186
Gilligan Moss,0.06322530996978791,0.11840144955041547,-0.05855668897657558,-0.04963841907555282,-0.1484242606432001,0.6893891737091449,-0.06844999527241238,0.4555388761700614,0.021374325323744198,0.16013738225715146
Obongjayar,0.09883059989857737,-0.14264423344410848,-0.04405634323133743,0.20036158092444714,-0.009390055411811758,-0.08280398524457745,-0.004192967159962588,0.038788119358759726,-0.12502978426529687,-0.0003051937923610079
Betty Who,0.06831177995961502,0.025385171701791987,0.03229398400430714,-0.03878148370881353,-0.039638211012080045,-0.08520666130091548,-0.07109390424162255,0.004815700926199987,-0.056700905771032484,-0.023963744618541893
Esbie Fonte,0.019481668057275272,0.031386221885574155,0.010801901221023055,-0.04353820121062906,0.20489565887390251,0.11594852984596582,-0.05941385069409913,-0.312372324637204,0.10074702829734926,-0.020684322263975027
Cub Sport,-0.2714644153608326,-0.3506806398152235,-0.04747188709907417,-0.08384321210387526,0.5972497836223934,-0.08525625888642856,-0.05640180250132804,-0.3819989643950244,-0.025551835718688104,-0.17311226255318699
Noah Kahan,-0.03952138382471867,-0.08038333778736859,0.016784341553776654,0.0754705133863208,0.09247111159020033,-0.08525842689447685,0.056801008743651876,0.049383477582775816,-0.04340495132176195,-0.06521196867023414
Polo and Pan,0.0435576260091233,0.007715412827322275,0.004927724548698738,-0.08242709009951794,-0.04916202053588956,-0.0652050583498759,-0.06630809433533073,-0.13746482379630254,-0.10663547532220746,0.04282618421377615
Morgan Saint,-0.2562050053913514,-0.3616825651521574,-0.018638829663456133,-0.08122883301890793,0.6495636669221921,-0.08371947820232392,-0.10690381053345657,-0.3930988634868508,0.16061171256063025,-0.015155041012150424
VÉRITÉ,0.019481668057275272,-0.10563775731078522,0.005228068896986427,-0.053233190317382884,0.02582121219382205,-0.08472652045584506,0.01889940231794905,-0.04698382816899004,-0.016230084966934014,0.014163189462149414
flor,-0.03138303184099539,0.06814265426123993,0.01381931420847145,-0.07237807049167481,-0.16009050812810954,-0.08494241331298791,-0.05125622017201078,0.07763776618015222,0.0005288107898317601,-0.03601683817452562
Great Good Fine Ok,0.042766397344039093,0.018161685369461625,0.03166535629858872,-0.053366329993006216,0.00622250886272434,-0.08455560496288732,-0.0764263451162321,0.1566264420406747,0.019538560390752413,-0.03426067668811365
Phoebe Ryan,-0.0412168738213277,0.05805755603571713,0.03200062440830522,-0.05268852800801469,-0.11329347593495061,-0.0852489885980315,0.002835145289836601,-0.036893010812784226,-0.012049496928176936,0.01229998451609283
Lostboycrow,0.019481668057275227,-0.08003327652664798,-0.010265508623286818,-0.028766959380563718,0.024613968733057448,-0.08525844198502011,0.03436124970750728,-0.048194726251734765,0.05993763972401152,-0.003484189919334013
Luna Shadows,-0.09242067171892016,0.12740302482608873,0.024841253315401025,-0.039616632583178095,0.0006703067612264525,-0.08525447820232393,-0.021261240252332052,-0.0944106697431576,0.004606032640817366,-0.014477747849308128
Handsome Ghost,-0.05071161780233822,-0.3016720633143358,-0.0612912194964507,-0.03814604434788397,0.3246139687330574,-0.08523849228683097,-0.03230541695915938,-0.008638722215407825,0.07464863203941409,-0.005170805594388995
St. Lucia,-0.10310225869755693,0.19341457684769256,0.014699392996477233,-0.048303996417600754,-0.12232516607579566,-0.08475101743773641,0.08471265532999724,0.04459033933857803,-0.03869291490345257,0.10011519506733421
Fickle Friends,0.017737735489334532,0.12440249973419769,0.04503816346055415,-0.06853042032049524,-0.11207904650120527,-0.08524030315202212,-0.057190672266101424,0.22734224938614903,-0.0060330776641799935,-0.07380262335915473
Panama Wedding,0.028637314038963947,0.02209888231543512,0.003815153291752648,-0.06499789619973582,-0.09646967599243837,-0.08268470815345931,-0.030397786437071018,0.3439632671171567,0.05577781441734358,-0.02651304716784444
FRENSHIP,0.027733052707439153,0.016939249220913385,0.004222264567836957,-0.07652052994459178,-0.09233215243841582,0.011240503912587766,0.25270127648126905,-0.02882035692781955,-0.11088706235862575,0.0007351821356192852
Paperwhite,-0.08415515798545113,0.10564921790987844,0.004609918319696644,-0.07113896373786219,-0.15206233911402506,-0.061163391683209244,-0.040688951095705556,-0.015954564798657075,0.016538562710981114,-0.0081444242471984
VHS Collection,-0.0771612617494389,0.06939287304952789,0.018366387946501334,-0.03743798334570532,-0.1306174195969224,-0.0852490053653018,-0.07949417197923969,0.08419679746168604,-0.09980634624324543,0.023004006106434265
RAC,0.07170275995283303,-0.01695557126155989,0.016263977508487515,-0.07512861515398418,-0.05610367043528595,-0.0788640120722099,0.02425415466065321,0.09596941771059285,-0.06493400522531469,0.07343023370029192
Broods,-0.11836166866703812,-0.012621479462161678,0.023531612261820982,-0.020008789445923186,-0.16356510571362265,-0.0852409067737525,-0.010719071577633264,-0.25233196136777913,0.08100095412427878,-0.004276506145176249
Scavenger Hunt,-0.07817855574740432,0.05589051013601801,0.02004272849508377,-0.07921358247424565,-0.1628156087317313,-0.07804442790051307,0.08466245452678442,-0.229627622316316,-0.04229298172603861,-0.001027250583781961
Ryn Weaver,-0.08631690773112767,-0.3226757389575734,-0.06731556834291888,-0.08373427964200161,0.5580143711475444,-0.08525871361479878,-0.06342991495112725,-0.2649454830630365,0.038698080753079296,-0.01006366482250834
The Colourist,-0.0929293187179028,0.132153856221583,0.005830503781633235,-0.051190706657252165,-0.17159830490879366,-0.027279538564496962,-0.01749618001136821,0.09176491047884038,0.026144831504833425,0.011706055502125282
Smallpools,-0.053327516654249285,0.10611358488838538,0.03740782049923869,-0.05698357936188958,-0.15629491312954674,-0.08518148452598015,-0.10429336876638828,0.09630577828913303,-0.0650893279624951,-0.0058019449538520545
Penguin Prison,0.03677566602268724,0.05489033510538764,0.02046181363222939,-0.07469288530648963,-0.06421902925487011,-0.08217431723652915,-0.014233127802532865,0.3001402888844913,0.06337023244034964,-0.028829356420569878
Elohim,-0.04765973580844198,0.037387272069356325,0.0004085898198118899,0.06310667896366287,-0.1250842204017514,-0.08525871361479878,0.024923498703491226,-0.021756784778475445,-0.09957873180956686,-0.044593938659140554
Nightly,-0.0947095832143423,0.05539042262070284,0.006270543175636136,-0.05644669794265522,-0.12917451215225442,-0.08285096713592555,-0.08398714386678989,-0.1681240905302413,-0.05499031717542049,-0.03495808104640433
Ralph,0.08682653072258553,-0.05822946085890609,0.01789282174152679,-0.06131597898840685,0.009744753441306944,-0.0845906270956841,-0.05505642097522363,0.1574561314677405,-0.033746790613442545,-0.055731907947398865
Ella Vos,-0.02867024784642098,-0.29700457983806083,-0.05712481475799477,-0.07131597898840684,-0.12941017613615785,-0.08505147015403419,-0.07357047720012323,-0.338137544953383,-0.0944904703105135,-0.09746237900349612
courtship.,-0.14125078362125987,0.04138797219187777,0.0385662915569198,-0.07109811406465957,-0.17556611174983994,-0.08525759691459757,-0.048369673987271836,0.004479340347659794,-0.049678965688617946,-0.12494854444727235
machineheart,-0.0405386778226841,-0.18315132218463812,0.022997278711960337,-0.07910465001237199,-0.17028643368142948,-0.07459472971137826,-0.083108629810565,-0.24627747095405567,-0.0998669042118388,0.05091120915814599
The Mowgli's,-0.0789415262458784,0.13590451258644684,0.016213338054415757,-0.06766674151563996,-0.16502888840979968,-0.08241666130091548,-0.07025722418807503,0.09504442611960733,-0.08515862656399383,-0.042307587673367605
The Knocks,-0.05630673479114797,0.05714072892430593,0.034241856797998516,-0.03034375676618463,-0.13916495480819002,-0.07219599731701205,0.0010404665749771686,-0.07827797549492346,-0.06790221577214621,-0.006852117752579764
Magic Man,-0.18601171953173803,0.18241265151075858,0.030750353749154146,-0.059551273106053904,-0.08826329484843148,-0.08525871361479878,-0.12085963382662926,-0.008638722215407827,0.24213526752220732,0.01352092870428172
Parade of Lights,-0.1936414245164786,0.1279031123414039,0.038786311253921235,-0.009551273106053915,-0.17590464293696267,-0.08493476995282695,0.158457635249676,0.1417144563920594,-0.09329949692817693,-0.04419398536901386
Goldroom,-0.01637794537100556,0.029135828066655843,0.008481217274079227,-0.07945868051346132,-0.12417878780617796,-0.053089900737535195,-0.08034758563385816,-0.18699391898634626,-0.044414598832620646,0.06408728591803778
Mothica,0.09170954191281948,-0.12764160798465315,-0.04675944236592665,0.1665925177436193,0.49060994458818824,-0.08525871361479878,0.18155000472758762,-0.19330067983397492,0.03780850507650064,-0.026258367144378292
Wrabel,-0.03290897283794349,-0.19565351006751763,0.01081237834945169,-0.08084756940235022,0.10856769106706146,-0.08484472971137826,-0.07447409165795456,-0.18119169900652793,-0.026765083296369396,-0.01999437851044746
Grizfolk,-0.07682216375011712,-0.04429368876545644,0.0007717969386714235,-0.07872338639581425,-0.12615732570020885,-0.044420350100378925,0.015452280497333262,-0.13712846321776237,0.014342640280866409,-0.024496366923803886
ASTR,-0.11276655167822836,0.03488683449278049,-0.011818219056411314,-0.07834212277925652,-0.16773301315829064,0.2264616083167907,0.02191145051072014,-0.2679727282698982,0.032533697191435465,-0.027866938406128746
The Griswolds,-0.019175503865410448,0.05689068516664837,0.05436580122730933,-0.06369070665725216,-0.15541621235346165,-0.002761042588641828,-0.04083955350534411,-0.06060643159986798,-0.043025941966599916,0.051770476202384126
Charlee Remitz,-0.13921619562532903,0.010882633757651805,-0.013609808017708802,-0.03771031450038942,0.21093187617772546,-0.08399613816208248,-0.003188951095705571,-0.14284659305294567,0.08508548469561186,0.018039135823644914
Foreign Air,-0.18228164153919815,0.06939287304952789,0.009956746194446071,-0.06071321936603938,-0.13675424052247573,0.07288548490968143,-0.09602696983733876,-0.12905580933279767,-0.0037092029087983647,-0.03470312298797806
Chelsea Lankes,0.16698929776225993,0.18241265151075858,0.07978331479519064,-0.06478003127598854,-0.08906812382227454,-0.0601078081822032,0.20363835814124226,0.3364672313668323,0.008707268858658994,-0.08033866920155897
Anna of the North,0.02117715805388426,-0.09563600700448156,-0.00953769743511061,-0.064743720455364,0.06891309683500242,-0.0800125700869651,0.006851209546864741,0.026342777952772446,-0.11980648545696632,-0.049833878195804565
POWERS,0.10493436388636984,0.09489733633060203,0.07574962035016414,-0.055411839554855645,-0.14031057855064477,-0.08525394500312876,-0.09324919205956098,0.40558933025684246,-0.041173703409967774,-0.01066894693068062
Savoir Adore,-0.052746205798269045,0.19341457684769256,0.013986948263329703,-0.08188242779014977,-0.09480253026090633,-0.0850786331319014,-0.10328935270213126,0.14675986507016234,-0.07670034891614884,0.04566121402375779
Zella Day,-0.061393204780975,0.035887009523410784,0.028539679650711042,-0.0507277436942892,-0.1147170171824355,-0.08525871361479878,0.17502390030991694,-0.0601018907320577,-0.0018068474126406997,0.006994197033041383
Lights,-0.034943560833874315,-0.12864178301528345,-0.04406682035976609,-0.06652295066596677,0.3366864033407033,-0.08410916633109658,-0.04686364989088629,0.03777903762313908,-0.062270846744414805,0.09208401622690682
Vinyl Theatre,-0.04206461881963221,0.1063993491828512,0.05283614047672784,-0.0774161968533306,-0.162609371307184,-0.08524764721640844,-0.036421882822613195,-0.030333979531250402,-0.09552134791381009,-0.058293555248930554
CRUISR,-0.22670347945035446,0.16140897586752107,0.020776127485088593,-0.054268048705182446,-0.15956108156875343,-0.08525343192465794,-0.06990581856558507,0.2345499760691532,0.1942422671880944,-0.06495263156118607
Bad Suns,-0.07699171274977802,0.1415721710933522,0.0447233506968174,-0.06585120048441266,-0.14377872073709683,-0.08492294902727364,-0.10293794707964131,0.08503769890803652,-0.03182759025705544,-0.04995454536849486
Young Rising Sons,0.005748199084742198,-0.17615009697022563,-0.05417724929340395,-0.07436608792086873,0.2743121578678662,-0.08522142488240442,0.013377313964535419,-0.11509684532337956,-0.0685521698316183,-0.07590317748283025
So Below,-0.06800561576775024,-0.04762760553422427,-0.01671103803258633,-0.08950770012130445,-0.17497355641784798,-0.07796495103934606,0.3411885589444551,-0.19229159809835433,-0.12691334590913253,0.019669115777324286
Lucy Neville,0.05915613397792626,-0.03262498007476885,-0.01920459459860271,-0.08101096809516065,-0.06874619223273733,0.03948977733087527,-0.08451425230052484,-0.4031896808430567,-0.04542737865219963,-0.04507466110518092
Youngblood Hawke,-0.0929293187179028,0.0508896349828662,0.002923100642685559,-0.07817872408644605,-0.17564910973776748,-0.08373456874558349,0.030947595089033393,-0.06767000374921209,0.037992267188094404,0.03518847118107275
Myzica,-0.38031487314313167,-0.044627080442333183,-0.02190769373319189,-0.07752512931520424,0.09322563875317819,-0.08477782830292754,-0.12758654145715134,0.038788119358759726,0.2135310242879941,-0.03734223082939805
HOLYCHILD,0.14257424181109013,-0.04862778056485463,0.028550156779139677,-0.03874517288818899,-0.15617073951643953,-0.08521726492264585,-0.04234557760172966,0.41214836153837625,0.22582638011826478,-0.11005393359890428
Knox Hamilton,-0.09954172970467798,0.01938412151800982,0.0346687997814656,-0.07877785262675108,-0.13806208760497074,-0.08525771763894366,0.10825683203682458,-0.07624719850198705,0.0903289694934736,-0.04476326194985113
Boh Doran,0.02558543204506775,-0.01662217958468307,0.010173273515304634,-0.0856950639557271,-0.1738467958544677,-0.043810021461881274,-0.0944540113366694,0.1629051728400917,0.0380632661857556,-0.1087363259229151
kwassa,0.0540696639880992,0.08139497341709222,-0.034731698929847614,-0.05290639293176196,0.0731049144071017,-0.07509774782003018,-0.08351023623626781,0.10942384085220064,-0.06643890554829053,-0.048972989280965745
Night Riots,-0.15905342858565458,0.16841020108193352,0.06815370223939993,-0.06401750404287308,-0.16809226869148983,-0.08524128906751507,-0.09857047720012323,-0.06615638114578118,0.09202041620246124,-0.0007820237489597499
